9400	4
9822	10
10244	24
10666	32
11088	69
11510	108
11932	162
12354	183
12776	284
13198	328
13620	315
14042	348
14464	385
14886	336
15308	311
15730	244
16152	214
16574	176
16996	155
17418	109
17840	102
18262	80
18684	65
19106	71
19528	49
19950	44
20372	38
20794	23
21216	20
21638	16
22060	15
22482	10
22904	11
23326	10
23748	7
24170	12
24592	10
25014	14
25436	10
25858	4
26280	7
26702	11
27124	10
27546	7
27968	4
28390	8
28812	9
29234	4
29656	8
